meter_id,date,cluster_id
0,2018-01-26,3
1,2018-01-26,3
2,2018-01-26,0
3,2018-01-26,1
4,2018-01-26,4
5,2018-01-26,4
6,2018-01-26,1
7,2018-01-26,4
8,2018-01-26,0
9,2018-01-26,1
10,2018-01-26,4
11,2018-01-26,4
12,2018-01-26,4
13,2018-01-26,4
14,2018-01-26,3
15,2018-01-26,0
16,2018-01-26,0
17,2018-01-26,1
18,2018-01-26,2
19,2018-01-26,0
20,2018-01-26,2
21,2018-01-26,0
22,2018-01-26,4
23,2018-01-26,0
0,2018-01-27,3
1,2018-01-27,0
2,2018-01-27,0
3,2018-01-27,1
4,2018-01-27,2
5,2018-01-27,4
6,2018-01-27,1
7,2018-01-27,3
8,2018-01-27,0
9,2018-01-27,4
10,2018-01-27,3
11,2018-01-27,0
12,2018-01-27,0
13,2018-01-27,0
14,2018-01-27,0
15,2018-01-27,0
16,2018-01-27,0
17,2018-01-27,3
18,2018-01-27,2
19,2018-01-27,0
20,2018-01-27,2
21,2018-01-27,0
22,2018-01-27,0
23,2018-01-27,0
0,2018-01-28,3
1,2018-01-28,4
2,2018-01-28,3
3,2018-01-28,1
4,2018-01-28,2
5,2018-01-28,4
6,2018-01-28,0
7,2018-01-28,3
8,2018-01-28,0
9,2018-01-28,0
10,2018-01-28,0
11,2018-01-28,0
12,2018-01-28,0
13,2018-01-28,0
14,2018-01-28,0
15,2018-01-28,0
16,2018-01-28,0
17,2018-01-28,3
18,2018-01-28,2
19,2018-01-28,0
20,2018-01-28,2
21,2018-01-28,0
22,2018-01-28,0
23,2018-01-28,0
0,2018-01-29,3
1,2018-01-29,3
2,2018-01-29,3
3,2018-01-29,1
4,2018-01-29,4
5,2018-01-29,4
6,2018-01-29,1
7,2018-01-29,3
8,2018-01-29,3
9,2018-01-29,1
10,2018-01-29,4
11,2018-01-29,3
12,2018-01-29,3
13,2018-01-29,4
14,2018-01-29,3
15,2018-01-29,4
16,2018-01-29,3
17,2018-01-29,1
18,2018-01-29,2
19,2018-01-29,3
20,2018-01-29,1
21,2018-01-29,3
22,2018-01-29,4
23,2018-01-29,0
0,2018-01-30,3
1,2018-01-30,3
2,2018-01-30,2
3,2018-01-30,1
4,2018-01-30,4
5,2018-01-30,4
6,2018-01-30,1
7,2018-01-30,3
8,2018-01-30,3
9,2018-01-30,1
10,2018-01-30,4
11,2018-01-30,3
12,2018-01-30,3
13,2018-01-30,4
14,2018-01-30,3
15,2018-01-30,0
16,2018-01-30,3
17,2018-01-30,1
18,2018-01-30,2
19,2018-01-30,3
20,2018-01-30,1
21,2018-01-30,0
22,2018-01-30,3
23,2018-01-30,2
0,2018-01-31,3
1,2018-01-31,3
2,2018-01-31,3
3,2018-01-31,1
4,2018-01-31,4
5,2018-01-31,4
6,2018-01-31,1
7,2018-01-31,3
8,2018-01-31,3
9,2018-01-31,1
10,2018-01-31,4
11,2018-01-31,3
12,2018-01-31,3
13,2018-01-31,4
14,2018-01-31,3
15,2018-01-31,0
16,2018-01-31,3
17,2018-01-31,1
18,2018-01-31,2
19,2018-01-31,3
20,2018-01-31,0
21,2018-01-31,0
22,2018-01-31,4
23,2018-01-31,0
0,2018-02-01,3
1,2018-02-01,3
2,2018-02-01,3
3,2018-02-01,1
4,2018-02-01,4
5,2018-02-01,4
6,2018-02-01,1
7,2018-02-01,3
8,2018-02-01,3
9,2018-02-01,1
10,2018-02-01,4
11,2018-02-01,3
12,2018-02-01,4
13,2018-02-01,4
14,2018-02-01,3
15,2018-02-01,0
16,2018-02-01,0
17,2018-02-01,1
18,2018-02-01,2
19,2018-02-01,3
20,2018-02-01,2
21,2018-02-01,3
22,2018-02-01,4
23,2018-02-01,0
0,2018-02-02,3
1,2018-02-02,3
2,2018-02-02,2
3,2018-02-02,1
4,2018-02-02,4
5,2018-02-02,4
6,2018-02-02,1
7,2018-02-02,3
8,2018-02-02,2
9,2018-02-02,1
10,2018-02-02,4
11,2018-02-02,3
12,2018-02-02,3
13,2018-02-02,4
14,2018-02-02,2
15,2018-02-02,0
16,2018-02-02,3
17,2018-02-02,1
18,2018-02-02,2
19,2018-02-02,3
20,2018-02-02,0
21,2018-02-02,3
22,2018-02-02,4
23,2018-02-02,2
0,2018-02-03,3
1,2018-02-03,0
2,2018-02-03,2
3,2018-02-03,1
4,2018-02-03,2
5,2018-02-03,4
6,2018-02-03,3
7,2018-02-03,3
8,2018-02-03,2
9,2018-02-03,0
10,2018-02-03,0
11,2018-02-03,3
12,2018-02-03,0
13,2018-02-03,2
14,2018-02-03,0
15,2018-02-03,0
16,2018-02-03,0
17,2018-02-03,3
18,2018-02-03,2
19,2018-02-03,0
20,2018-02-03,0
21,2018-02-03,3
22,2018-02-03,3
23,2018-02-03,2
0,2018-02-04,3
1,2018-02-04,0
2,2018-02-04,3
3,2018-02-04,1
4,2018-02-04,2
5,2018-02-04,4
6,2018-02-04,0
7,2018-02-04,3
8,2018-02-04,2
9,2018-02-04,0
10,2018-02-04,3
11,2018-02-04,0
12,2018-02-04,0
13,2018-02-04,0
14,2018-02-04,0
15,2018-02-04,0
16,2018-02-04,0
17,2018-02-04,3
18,2018-02-04,2
19,2018-02-04,0
20,2018-02-04,0
21,2018-02-04,0
22,2018-02-04,0
23,2018-02-04,2
0,2018-02-05,3
1,2018-02-05,3
2,2018-02-05,3
3,2018-02-05,1
4,2018-02-05,4
5,2018-02-05,4
6,2018-02-05,1
7,2018-02-05,4
8,2018-02-05,3
9,2018-02-05,4
10,2018-02-05,4
11,2018-02-05,3
12,2018-02-05,0
13,2018-02-05,4
14,2018-02-05,3
15,2018-02-05,4
16,2018-02-05,3
17,2018-02-05,1
18,2018-02-05,2
19,2018-02-05,3
20,2018-02-05,1
21,2018-02-05,0
22,2018-02-05,4
23,2018-02-05,0
0,2018-02-06,3
1,2018-02-06,3
2,2018-02-06,2
3,2018-02-06,1
4,2018-02-06,4
5,2018-02-06,4
6,2018-02-06,1
7,2018-02-06,3
8,2018-02-06,2
9,2018-02-06,1
10,2018-02-06,4
11,2018-02-06,3
12,2018-02-06,3
13,2018-02-06,4
14,2018-02-06,3
15,2018-02-06,0
16,2018-02-06,3
17,2018-02-06,1
18,2018-02-06,2
19,2018-02-06,3
20,2018-02-06,0
21,2018-02-06,3
22,2018-02-06,4
23,2018-02-06,2
0,2018-02-07,3
1,2018-02-07,3
2,2018-02-07,3
3,2018-02-07,1
4,2018-02-07,4
5,2018-02-07,4
6,2018-02-07,1
7,2018-02-07,4
8,2018-02-07,0
9,2018-02-07,1
10,2018-02-07,4
11,2018-02-07,3
12,2018-02-07,0
13,2018-02-07,4
14,2018-02-07,3
15,2018-02-07,0
16,2018-02-07,0
17,2018-02-07,1
18,2018-02-07,2
19,2018-02-07,3
20,2018-02-07,2
21,2018-02-07,0
22,2018-02-07,4
23,2018-02-07,0
0,2018-02-08,3
1,2018-02-08,3
2,2018-02-08,2
3,2018-02-08,1
4,2018-02-08,4
5,2018-02-08,4
6,2018-02-08,1
7,2018-02-08,3
8,2018-02-08,2
9,2018-02-08,1
10,2018-02-08,4
11,2018-02-08,3
12,2018-02-08,3
13,2018-02-08,4
14,2018-02-08,3
15,2018-02-08,0
16,2018-02-08,3
17,2018-02-08,1
18,2018-02-08,2
19,2018-02-08,3
20,2018-02-08,2
21,2018-02-08,3
22,2018-02-08,4
23,2018-02-08,2
0,2018-02-09,3
1,2018-02-09,3
2,2018-02-09,2
3,2018-02-09,1
4,2018-02-09,4
5,2018-02-09,4
6,2018-02-09,1
7,2018-02-09,3
8,2018-02-09,2
9,2018-02-09,1
10,2018-02-09,4
11,2018-02-09,3
12,2018-02-09,3
13,2018-02-09,4
14,2018-02-09,3
15,2018-02-09,0
16,2018-02-09,3
17,2018-02-09,1
18,2018-02-09,2
19,2018-02-09,3
20,2018-02-09,2
21,2018-02-09,0
22,2018-02-09,4
23,2018-02-09,2
0,2018-02-10,3
1,2018-02-10,0
2,2018-02-10,0
3,2018-02-10,1
4,2018-02-10,2
5,2018-02-10,4
6,2018-02-10,4
7,2018-02-10,3
8,2018-02-10,0
9,2018-02-10,3
10,2018-02-10,0
11,2018-02-10,0
12,2018-02-10,0
13,2018-02-10,0
14,2018-02-10,0
15,2018-02-10,0
16,2018-02-10,0
17,2018-02-10,4
18,2018-02-10,2
19,2018-02-10,0
20,2018-02-10,1
21,2018-02-10,0
22,2018-02-10,3
23,2018-02-10,0
0,2018-02-11,3
1,2018-02-11,4
2,2018-02-11,0
3,2018-02-11,1
4,2018-02-11,2
5,2018-02-11,4
6,2018-02-11,0
7,2018-02-11,3
8,2018-02-11,0
9,2018-02-11,2
10,2018-02-11,0
11,2018-02-11,0
12,2018-02-11,0
13,2018-02-11,0
14,2018-02-11,0
15,2018-02-11,0
16,2018-02-11,0
17,2018-02-11,4
18,2018-02-11,2
19,2018-02-11,0
20,2018-02-11,0
21,2018-02-11,0
22,2018-02-11,0
23,2018-02-11,2
0,2018-02-12,3
1,2018-02-12,3
2,2018-02-12,2
3,2018-02-12,1
4,2018-02-12,4
5,2018-02-12,4
6,2018-02-12,1
7,2018-02-12,3
8,2018-02-12,2
9,2018-02-12,1
10,2018-02-12,4
11,2018-02-12,3
12,2018-02-12,3
13,2018-02-12,4
14,2018-02-12,3
15,2018-02-12,0
16,2018-02-12,3
17,2018-02-12,1
18,2018-02-12,2
19,2018-02-12,3
20,2018-02-12,2
21,2018-02-12,3
22,2018-02-12,4
23,2018-02-12,0
0,2018-02-13,3
1,2018-02-13,3
2,2018-02-13,2
3,2018-02-13,1
4,2018-02-13,4
5,2018-02-13,4
6,2018-02-13,1
7,2018-02-13,3
8,2018-02-13,2
9,2018-02-13,1
10,2018-02-13,4
11,2018-02-13,3
12,2018-02-13,3
13,2018-02-13,3
14,2018-02-13,2
15,2018-02-13,0
16,2018-02-13,3
17,2018-02-13,1
18,2018-02-13,2
19,2018-02-13,3
20,2018-02-13,2
21,2018-02-13,3
22,2018-02-13,3
23,2018-02-13,2
0,2018-02-14,3
1,2018-02-14,3
2,2018-02-14,2
3,2018-02-14,1
4,2018-02-14,4
5,2018-02-14,4
6,2018-02-14,1
7,2018-02-14,3
8,2018-02-14,2
9,2018-02-14,1
10,2018-02-14,4
11,2018-02-14,3
12,2018-02-14,3
13,2018-02-14,4
14,2018-02-14,3
15,2018-02-14,0
16,2018-02-14,0
17,2018-02-14,1
18,2018-02-14,2
19,2018-02-14,3
20,2018-02-14,1
21,2018-02-14,3
22,2018-02-14,4
23,2018-02-14,2
0,2018-02-15,3
1,2018-02-15,3
2,2018-02-15,3
3,2018-02-15,1
4,2018-02-15,4
5,2018-02-15,4
6,2018-02-15,1
7,2018-02-15,3
8,2018-02-15,3
9,2018-02-15,1
10,2018-02-15,4
11,2018-02-15,3
12,2018-02-15,3
13,2018-02-15,4
14,2018-02-15,3
15,2018-02-15,0
16,2018-02-15,0
17,2018-02-15,1
18,2018-02-15,2
19,2018-02-15,3
20,2018-02-15,0
21,2018-02-15,0
22,2018-02-15,4
23,2018-02-15,0
0,2018-02-16,3
1,2018-02-16,0
2,2018-02-16,3
3,2018-02-16,1
4,2018-02-16,4
5,2018-02-16,4
6,2018-02-16,1
7,2018-02-16,4
8,2018-02-16,0
9,2018-02-16,4
10,2018-02-16,4
11,2018-02-16,3
12,2018-02-16,0
13,2018-02-16,4
14,2018-02-16,3
15,2018-02-16,0
16,2018-02-16,0
17,2018-02-16,1
18,2018-02-16,2
19,2018-02-16,3
20,2018-02-16,4
21,2018-02-16,0
22,2018-02-16,4
23,2018-02-16,0
0,2018-02-17,3
1,2018-02-17,4
2,2018-02-17,0
3,2018-02-17,1
4,2018-02-17,2
5,2018-02-17,4
6,2018-02-17,4
7,2018-02-17,3
8,2018-02-17,0
9,2018-02-17,0
10,2018-02-17,3
11,2018-02-17,0
12,2018-02-17,0
13,2018-02-17,0
14,2018-02-17,0
15,2018-02-17,0
16,2018-02-17,0
17,2018-02-17,0
18,2018-02-17,2
19,2018-02-17,0
20,2018-02-17,1
21,2018-02-17,4
22,2018-02-17,0
23,2018-02-17,0
0,2018-02-18,3
1,2018-02-18,4
2,2018-02-18,3
3,2018-02-18,1
4,2018-02-18,2
5,2018-02-18,4
6,2018-02-18,3
7,2018-02-18,3
8,2018-02-18,2
9,2018-02-18,0
10,2018-02-18,0
11,2018-02-18,0
12,2018-02-18,0
13,2018-02-18,0
14,2018-02-18,0
15,2018-02-18,0
16,2018-02-18,0
17,2018-02-18,3
18,2018-02-18,2
19,2018-02-18,0
20,2018-02-18,0
21,2018-02-18,0
22,2018-02-18,2
23,2018-02-18,2
0,2018-02-19,3
1,2018-02-19,3
2,2018-02-19,2
3,2018-02-19,1
4,2018-02-19,4
5,2018-02-19,4
6,2018-02-19,1
7,2018-02-19,3
8,2018-02-19,2
9,2018-02-19,1
10,2018-02-19,4
11,2018-02-19,3
12,2018-02-19,3
13,2018-02-19,4
14,2018-02-19,2
15,2018-02-19,0
16,2018-02-19,3
17,2018-02-19,1
18,2018-02-19,2
19,2018-02-19,3
20,2018-02-19,0
21,2018-02-19,3
22,2018-02-19,0
23,2018-02-19,2
0,2018-02-20,3
1,2018-02-20,3
2,2018-02-20,2
3,2018-02-20,1
4,2018-02-20,4
5,2018-02-20,4
6,2018-02-20,1
7,2018-02-20,3
8,2018-02-20,2
9,2018-02-20,1
10,2018-02-20,4
11,2018-02-20,3
12,2018-02-20,3
13,2018-02-20,4
14,2018-02-20,2
15,2018-02-20,0
16,2018-02-20,3
17,2018-02-20,1
18,2018-02-20,2
19,2018-02-20,3
20,2018-02-20,2
21,2018-02-20,0
22,2018-02-20,3
23,2018-02-20,0
0,2018-02-21,2
1,2018-02-21,3
2,2018-02-21,2
3,2018-02-21,1
4,2018-02-21,4
5,2018-02-21,4
6,2018-02-21,1
7,2018-02-21,1
8,2018-02-21,2
9,2018-02-21,1
10,2018-02-21,4
11,2018-02-21,3
12,2018-02-21,0
13,2018-02-21,0
14,2018-02-21,3
15,2018-02-21,0
16,2018-02-21,3
17,2018-02-21,1
18,2018-02-21,2
19,2018-02-21,3
20,2018-02-21,2
21,2018-02-21,0
22,2018-02-21,3
23,2018-02-21,2
0,2018-02-22,3
1,2018-02-22,0
2,2018-02-22,2
3,2018-02-22,1
4,2018-02-22,4
5,2018-02-22,4
6,2018-02-22,1
7,2018-02-22,1
8,2018-02-22,0
9,2018-02-22,1
10,2018-02-22,4
11,2018-02-22,0
12,2018-02-22,0
13,2018-02-22,4
14,2018-02-22,3
15,2018-02-22,0
16,2018-02-22,0
17,2018-02-22,1
18,2018-02-22,2
19,2018-02-22,0
20,2018-02-22,2
21,2018-02-22,0
22,2018-02-22,4
23,2018-02-22,2
0,2018-02-23,3
1,2018-02-23,3
2,2018-02-23,3
3,2018-02-23,1
4,2018-02-23,4
5,2018-02-23,4
6,2018-02-23,1
7,2018-02-23,1
8,2018-02-23,0
9,2018-02-23,1
10,2018-02-23,4
11,2018-02-23,0
12,2018-02-23,0
13,2018-02-23,4
14,2018-02-23,3
15,2018-02-23,0
16,2018-02-23,0
17,2018-02-23,1
18,2018-02-23,2
19,2018-02-23,0
20,2018-02-23,2
21,2018-02-23,0
22,2018-02-23,0
23,2018-02-23,0
0,2018-02-24,3
1,2018-02-24,0
2,2018-02-24,0
3,2018-02-24,1
4,2018-02-24,2
5,2018-02-24,4
6,2018-02-24,1
7,2018-02-24,3
8,2018-02-24,2
9,2018-02-24,0
10,2018-02-24,0
11,2018-02-24,0
12,2018-02-24,0
13,2018-02-24,0
14,2018-02-24,0
15,2018-02-24,0
16,2018-02-24,0
17,2018-02-24,3
18,2018-02-24,2
19,2018-02-24,0
20,2018-02-24,2
21,2018-02-24,0
22,2018-02-24,0
23,2018-02-24,0
0,2018-02-25,3
1,2018-02-25,4
2,2018-02-25,3
3,2018-02-25,1
4,2018-02-25,2
5,2018-02-25,4
6,2018-02-25,4
7,2018-02-25,4
8,2018-02-25,0
9,2018-02-25,0
10,2018-02-25,0
11,2018-02-25,0
12,2018-02-25,0
13,2018-02-25,0
14,2018-02-25,0
15,2018-02-25,0
16,2018-02-25,0
17,2018-02-25,0
18,2018-02-25,2
19,2018-02-25,0
20,2018-02-25,2
21,2018-02-25,0
22,2018-02-25,0
23,2018-02-25,0
0,2018-02-26,3
1,2018-02-26,3
2,2018-02-26,2
3,2018-02-26,4
4,2018-02-26,4
5,2018-02-26,4
6,2018-02-26,1
7,2018-02-26,4
8,2018-02-26,2
9,2018-02-26,1
10,2018-02-26,4
11,2018-02-26,3
12,2018-02-26,3
13,2018-02-26,3
14,2018-02-26,3
15,2018-02-26,0
16,2018-02-26,3
17,2018-02-26,1
18,2018-02-26,2
19,2018-02-26,3
20,2018-02-26,0
21,2018-02-26,0
22,2018-02-26,3
23,2018-02-26,3
0,2018-02-27,3
1,2018-02-27,3
2,2018-02-27,2
3,2018-02-27,1
4,2018-02-27,4
5,2018-02-27,4
6,2018-02-27,1
7,2018-02-27,0
8,2018-02-27,2
9,2018-02-27,1
10,2018-02-27,4
11,2018-02-27,3
12,2018-02-27,3
13,2018-02-27,3
14,2018-02-27,2
15,2018-02-27,0
16,2018-02-27,3
17,2018-02-27,1
18,2018-02-27,2
19,2018-02-27,3
20,2018-02-27,0
21,2018-02-27,0
22,2018-02-27,4
23,2018-02-27,3
0,2018-02-28,3
1,2018-02-28,3
2,2018-02-28,2
3,2018-02-28,1
4,2018-02-28,4
5,2018-02-28,4
6,2018-02-28,1
7,2018-02-28,4
8,2018-02-28,2
9,2018-02-28,1
10,2018-02-28,4
11,2018-02-28,3
12,2018-02-28,3
13,2018-02-28,4
14,2018-02-28,3
15,2018-02-28,0
16,2018-02-28,3
17,2018-02-28,1
18,2018-02-28,2
19,2018-02-28,3
20,2018-02-28,0
21,2018-02-28,0
22,2018-02-28,4
23,2018-02-28,0
0,2018-03-01,3
1,2018-03-01,3
2,2018-03-01,2
3,2018-03-01,1
4,2018-03-01,4
5,2018-03-01,4
6,2018-03-01,1
7,2018-03-01,3
8,2018-03-01,2
9,2018-03-01,1
10,2018-03-01,4
11,2018-03-01,3
12,2018-03-01,3
13,2018-03-01,4
14,2018-03-01,3
15,2018-03-01,0
16,2018-03-01,4
17,2018-03-01,1
18,2018-03-01,2
19,2018-03-01,3
20,2018-03-01,0
21,2018-03-01,0
22,2018-03-01,4
23,2018-03-01,0
0,2018-03-02,3
1,2018-03-02,0
2,2018-03-02,2
3,2018-03-02,1
4,2018-03-02,4
5,2018-03-02,4
6,2018-03-02,1
7,2018-03-02,1
8,2018-03-02,2
9,2018-03-02,1
10,2018-03-02,4
11,2018-03-02,3
12,2018-03-02,3
13,2018-03-02,4
14,2018-03-02,3
15,2018-03-02,0
16,2018-03-02,0
17,2018-03-02,1
18,2018-03-02,2
19,2018-03-02,0
20,2018-03-02,4
21,2018-03-02,0
22,2018-03-02,4
23,2018-03-02,0
0,2018-03-03,4
1,2018-03-03,0
2,2018-03-03,0
3,2018-03-03,1
4,2018-03-03,2
5,2018-03-03,4
6,2018-03-03,0
7,2018-03-03,3
8,2018-03-03,0
9,2018-03-03,0
10,2018-03-03,3
11,2018-03-03,0
12,2018-03-03,0
13,2018-03-03,0
14,2018-03-03,0
15,2018-03-03,0
16,2018-03-03,0
17,2018-03-03,0
18,2018-03-03,2
19,2018-03-03,0
20,2018-03-03,2
21,2018-03-03,0
22,2018-03-03,0
23,2018-03-03,0
0,2018-03-04,3
1,2018-03-04,4
2,2018-03-04,0
3,2018-03-04,1
4,2018-03-04,2
5,2018-03-04,4
6,2018-03-04,3
7,2018-03-04,3
8,2018-03-04,0
9,2018-03-04,0
10,2018-03-04,0
11,2018-03-04,0
12,2018-03-04,0
13,2018-03-04,0
14,2018-03-04,0
15,2018-03-04,0
16,2018-03-04,0
17,2018-03-04,4
18,2018-03-04,2
19,2018-03-04,0
20,2018-03-04,2
21,2018-03-04,0
22,2018-03-04,0
23,2018-03-04,2
0,2018-03-05,3
1,2018-03-05,3
2,2018-03-05,2
3,2018-03-05,1
4,2018-03-05,4
5,2018-03-05,4
6,2018-03-05,1
7,2018-03-05,3
8,2018-03-05,2
9,2018-03-05,1
10,2018-03-05,4
11,2018-03-05,3
12,2018-03-05,3
13,2018-03-05,4
14,2018-03-05,3
15,2018-03-05,0
16,2018-03-05,3
17,2018-03-05,1
18,2018-03-05,2
19,2018-03-05,3
20,2018-03-05,0
21,2018-03-05,0
22,2018-03-05,3
23,2018-03-05,0
0,2018-03-06,3
1,2018-03-06,3
2,2018-03-06,2
3,2018-03-06,1
4,2018-03-06,4
5,2018-03-06,4
6,2018-03-06,1
7,2018-03-06,3
8,2018-03-06,3
9,2018-03-06,1
10,2018-03-06,4
11,2018-03-06,3
12,2018-03-06,3
13,2018-03-06,4
14,2018-03-06,2
15,2018-03-06,0
16,2018-03-06,3
17,2018-03-06,1
18,2018-03-06,2
19,2018-03-06,3
20,2018-03-06,0
21,2018-03-06,0
